Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
FRAMEWORKS TP en 102,11/03/2022,01:30 PM,,03:00 PM,FALSE,102,
FRAMEWORKS TP en 102,11/03/2022,03:15 PM,,04:45 PM,FALSE,102,
RESEAUX TP en 202,14/03/2022,10:30 AM,,12:00 PM,FALSE,202,
TECHNOS WEB C en 305,14/03/2022,01:30 PM,,03:00 PM,FALSE,305,
TECHNOS WEB C en 305,14/03/2022,03:15 PM,,04:45 PM,FALSE,305,
ANA NUM TP2 en 309,15/03/2022,08:30 AM,,10:00 AM,FALSE,309,
LANGUE 2 (S2) TD en 103 107 110 112 303 304 305 306 307 308,15/03/2022,10:30 AM,,12:00 PM,FALSE,103 107 110 112 303 304 305 306 307 308,
ANGLAIS TD2 en 304,15/03/2022,01:30 PM,,03:00 PM,FALSE,304,
Réunion délégués en Teams,15/03/2022,05:00 PM,,06:30 PM,FALSE,Teams,
OUTILS ALGO DSM en 104 105 108 109 201,16/03/2022,10:30 AM,,12:00 PM,FALSE,104 105 108 109 201,
INTERNET C en 201,16/03/2022,01:30 PM,,03:00 PM,FALSE,201,
INTERNET TP en 201,16/03/2022,03:15 PM,,04:45 PM,FALSE,201,
INTERNET TP en 201,16/03/2022,05:00 PM,,06:30 PM,FALSE,201,
RESEAUX LS en 103,17/03/2022,08:30 AM,,10:00 AM,FALSE,103,
WEB EI en 105,17/03/2022,10:30 AM,,12:00 PM,FALSE,105,
FRAMEWORKS C en 304,18/03/2022,10:30 AM,,12:00 PM,FALSE,304,
FRAMEWORKS TP en 304,18/03/2022,01:30 PM,,03:00 PM,FALSE,304,
FRAMEWORKS TP en 304,18/03/2022,03:15 PM,,04:45 PM,FALSE,304,
